scorer,Unnamed: 1,Unnamed: 2,SchroederLab,SchroederLab.1,SchroederLab.2,SchroederLab.3,SchroederLab.4,SchroederLab.5,SchroederLab.6,SchroederLab.7,SchroederLab.8,SchroederLab.9,SchroederLab.10,SchroederLab.11,SchroederLab.12,SchroederLab.13,SchroederLab.14,SchroederLab.15,SchroederLab.16,SchroederLab.17
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1_img2367.png,526.1856689453125,535.4007568359375,753.9177740996913,508.3819119510135,782.0960411496471,476.3310232399181,817.7901260191437,511.1212053085788,784.1735162123255,538.5169093112918,748.5181884765625,516.082275390625,800.7666520859225,464.927639657562,826.0654296875,532.2373657226562,784.3892520109137,543.8850427322132
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1_img2588.png,526.408780553674,530.4361190545158,756.0390210334135,508.8605844551657,782.6208178478624,475.8514727189692,814.7307637034926,507.4296327854615,781.9884517563913,537.981470266344,747.700686702196,515.7409534118406,808.2101922896825,462.4349603942929,828.6681679883088,526.6902925181475,782.1145430632,542.5380201720131
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1_img3022.png,530.7931007446349,531.9316749827399,768.2522236436309,501.3017030932191,779.624377958809,491.76624456369194,788.5250561355239,502.0105709273592,775.8424011110577,512.1615995610798,752.1655032875892,514.3084529925885,798.5319685495092,465.2899493856868,826.0593639129609,533.1683923153821,778.5428744802066,543.8810345683657
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1_img3049.png,527.4155844155842,536.3831168831168,771.5477024252888,502.0093874806555,780.1235720063606,491.95640573896236,788.2669108099561,502.77890367447645,779.0722334014873,511.5333674159297,752.1933871803998,509.1859754002611,802.9857886221519,463.3847347938257,827.354397406345,532.673791095869,777.4624738314741,545.3376646502331
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1_img3191.png,522.7578735351562,534.0484008789062,770.3332393451536,501.39641845954117,778.7090534095786,492.0960346825098,786.8077321619583,502.37891136376095,777.920287370244,511.3276809127654,751.0028076171875,507.8356628417969,798.7546337738551,467.52886891321265,824.1185302734375,531.1452026367188,777.6169861220033,542.7089338515775
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1_img3206.png,523.5194805194802,537.6818181818181,769.2125253066196,502.7535916617805,777.507963783343,492.81478045763754,787.2350663106216,503.25796291389,777.2681114811161,512.1411156559459,750.8007111935681,511.6909259571596,805.7565778377465,463.9032158317872,828.4557401472983,529.8502558048011,778.2683964440781,544.5813837362646
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1_img3387.png,534.101935964421,532.8379607144491,770.0624487305058,501.76907377800313,779.2606035363888,491.5723480974935,788.6348460561989,502.5592387823615,777.923785826189,513.5785875532208,752.8591204200795,508.2234439214986,800.7113934027165,466.4456088562092,828.7827708096028,534.224694054897,779.1247526632284,545.349738653977
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1_img3404.png,528.4055786132812,534.2207641601562,770.2860139892995,501.52083025295286,779.4679742496702,491.08884742049247,788.5809269153211,501.8092263858558,778.2529510172627,512.7191491775257,750.678955078125,507.5775451660156,797.6730964188185,466.4081220839993,824.4828491210938,531.0076293945312,781.2655674314766,544.0228208190302
labeled-data,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1,4._Volumes_data_RawData_FG002_2022-10-26_2_Video1_img3537.png,523.2193603515625,532.4644165039062,769.0455090052611,501.31604860173877,780.9918017324172,489.7733381180004,787.7879128107762,501.89836618656847,777.2517421844216,512.0960239262758,750.9640502929688,507.8985595703125,803.2645263671875,462.0906066894531,824.4453735351562,531.3995971679688,778.5281743559458,545.3691841033218
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0010.png,196.21407488615264,343.7211852601463,426.2118686331213,300.770670856745,435.38009884795633,291.66852485988124,445.64072826059885,301.04876665228795,435.27909460176875,310.3397132013269,393.68038923558385,289.53835510329014,435.7988108969295,271.95835889724384,488.4000034357175,310.8101328685744,437.0465515815973,337.57371877263006
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0042.png,194.96539306640625,341.35284423828125,426.70976595714984,300.9779496114318,435.1393534680568,291.2723634648804,446.042547278365,301.42800648161864,435.51633711063494,310.60068872395505,393.0815124511719,281.610595703125,434.56861500913794,271.5264578483365,483.0758056640625,307.9137268066406,436.512494510697,337.1206209454556
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0055.png,196.01124572753906,341.4885559082031,427.46112511051746,300.8539197751667,435.5243199864226,292.2979156345298,443.8919012833979,301.4689914461052,435.9678195292227,309.8773457728903,394.3652038574219,287.39697265625,434.2716303242363,273.82554957385975,486.9637145996094,310.3962707519531,437.1960396109515,335.61220207708567
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0111.png,194.6005401611328,341.0381164550781,430.02382784654753,300.30051897560156,437.3085844900024,292.9094633803792,446.8351859066867,301.2527708628741,439.11953838610236,309.33908134200146,394.69757080078125,286.9493713378906,437.35724627985155,272.32848058909053,486.39398193359375,308.0302429199219,437.4738605845216,336.03104079597875
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0153.png,205.2626495361328,332.356689453125,428.7926441430598,299.4859919994399,438.02756299780873,289.30167179374223,448.8861161546027,299.6204852880832,439.51716410201175,310.5404047676268,396.0093994140625,287.41259765625,436.78522745093835,272.2113138767196,487.59063720703125,308.869873046875,440.65890944832245,334.45117054726916
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0208.png,196.0144805908203,343.9422302246094,427.33948110168893,298.6068653212226,438.373564556438,287.1018965049409,450.7302270174981,299.7930525738082,439.93041146317364,311.6986891440579,397.3619689941406,282.22589111328125,436.3059002367397,270.2979422233365,487.4275817871094,307.2220153808594,439.773362398014,336.83954357548726
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0226.png,197.62416371507254,349.7068302068301,427.9468284977274,299.9196269423256,437.2980188742218,289.27346203081487,451.04650011872457,300.41123620554356,438.8714984010642,312.0569068739061,400.56263938082094,284.33449210721926,436.7666405694479,271.58545782543126,491.51545760636645,309.34651711924425,440.0908726881319,334.2514406759058
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0236.png,197.42030334472656,342.3035583496094,426.1103406517999,299.79027508047545,437.3316646403322,288.68081733361373,449.877303534639,300.5509677594515,438.07723340598216,311.84403916381626,396.522216796875,279.38623046875,436.49214768830586,269.78510538062585,486.3871154785156,307.8492431640625,440.42211117423983,334.7591831355539
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0285.png,195.9328301568559,351.2048031333745,426.8304842315059,300.10114977972074,437.821211080617,289.24047596872305,450.5140824091735,301.3251623951112,438.87313490937424,312.85517516326325,396.1602122024198,287.5987362805544,436.0070302439,270.4116307766998,490.25202707345545,307.1698337737298,439.9250587381315,334.68323269091974
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0332.png,198.841907010738,345.57584815377015,426.32963691064583,300.40932950851266,437.0729257325361,287.82844646219104,450.08168689628735,301.1469330878073,438.3815642514779,311.9991451069775,399.89386130944547,281.03432906679654,436.37014885635017,269.68723901931526,488.25427434518315,308.18274582560286,438.1963699400672,336.51895343215045
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0347.png,195.02813720703125,344.4100036621094,426.88139081351375,300.4832253058668,437.5272050983615,287.68739402992577,450.67292390961074,300.44786492927057,438.6938394979184,312.4972257893508,397.1978759765625,283.5318908691406,436.32369065705586,271.25637728193027,486.7376403808594,307.2375183105469,440.48336322142757,335.895349976014
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0388.png,196.44203186035156,344.1679992675781,428.14106756691774,299.57079884296445,438.11819079449344,288.35802113511085,451.1683444650814,300.2109456297872,439.1000747434621,311.0282085702518,397.16864013671875,284.2937316894531,435.7133001747594,272.3905533429968,487.6370849609375,309.1786804199219,440.4362297552317,335.74220563216727
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0430.png,196.75990295410156,344.0692138671875,428.8464779067105,299.8035714864568,438.8279467389864,289.73228513433156,450.4992461924295,300.48039098709245,439.9356355447227,310.4477891584573,397.4700622558594,284.1036682128906,438.5313906383129,271.3935051458567,487.2855224609375,308.8033142089844,439.2299530424666,336.73832591655287
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0444.png,195.26913452148438,342.8013000488281,430.02036241184675,299.3228106104499,437.49534054049593,289.86719457448737,449.26368160618654,299.8069551829666,439.34177296663836,309.3096822216333,397.3108215332031,283.0057067871094,436.5005899997665,269.9375225511929,486.4060974121094,306.5869445800781,439.57242188050094,334.69916327906407
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0458.png,196.5296630859375,343.2783203125,429.33343777810995,299.84312281654013,438.43244651297505,289.373872925795,450.64847809975186,299.8467378920706,440.0117099806061,310.0892446312413,396.29510498046875,280.8514404296875,438.8731348803748,271.82759557932496,484.51788330078125,307.07537841796875,440.1568537129082,336.9167414082207
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0485.png,197.6691436767578,344.2052307128906,429.47681107399194,300.4755426449478,438.688153704726,290.4747523754164,450.0327739152509,301.01880557216293,438.96831762254897,310.0042435787899,397.0162658691406,284.9041442871094,435.35240902580233,272.09144082984466,487.224365234375,308.3784484863281,439.23629096876755,334.37504864974545
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0527.png,195.7547607421875,352.68304443359375,428.41041743161065,299.4505635976554,438.72729359414416,287.67561760442936,451.49077938271387,300.3769176071523,439.884083411127,310.505240581155,397.60723876953125,282.88372802734375,437.0865872071919,271.4294424674771,486.68560791015625,306.51043701171875,441.69229342947085,335.6854438990216
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0596.png,196.74472045898438,350.6422119140625,428.3022677321085,298.61610960904505,438.48521710677664,285.76456661471474,451.6894047928532,299.5036092666873,439.5804199682814,310.5865261393682,398.8936462402344,281.75189208984375,436.3745550575719,268.1356413406495,486.7479248046875,306.8053283691406,442.16534998060115,336.33505761369054
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0610.png,196.38600158691406,345.83642578125,427.44324008679763,298.00534151063636,437.19269077039144,284.5005798339844,451.8716264519424,298.6611743877581,439.34596950763324,310.28332658636754,398.7833251953125,281.0161437988281,437.1150419754151,269.91571928726995,487.83050537109375,308.59539794921875,440.52685856004473,334.7299070481829
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0646.png,194.81845511390952,348.97877038786123,424.9258513807308,297.46688318646864,438.13910752547093,282.89586339586333,454.40234399291876,299.50020340160717,439.06956772928686,312.5747197919525,410.0525298988304,272.73729179400385,437.102495895945,268.96936447370973,489.31099960645395,310.68457300275475,440.88483986973785,337.1088684564622
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0666.png,199.14700317382812,339.5316162109375,427.3749466868719,298.13239164820357,439.16120375444655,284.6893959634614,455.15312038118725,300.13443426054886,440.70727805549706,313.341442730408,400.124755859375,277.52069091796875,436.6249531138185,267.96851336969536,487.9012451171875,307.1981506347656,441.52486172126976,338.87547214317516
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0693.png,196.7152099609375,333.9708557128906,426.8547800029959,298.452172657778,438.8306522072789,284.30593211196634,454.7661123091874,300.19598718396134,440.871404862972,314.67414875695283,413.51740387552115,267.0247140960936,438.3595460845477,268.4147861388218,488.66070556640625,307.4493713378906,440.266514294922,334.5386674855469
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0707.png,196.6867218017578,345.1766357421875,423.7894609675937,298.0086777869229,438.9669801603698,281.7160603205341,455.57785655016426,298.9083413114795,439.5776654740623,314.9626558870428,409.4299065509116,266.7649795600259,436.3329750350664,266.8985700530221,489.6429138183594,308.7449645996094,441.2028725630771,336.2380138584158
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0730.png,195.92616154598358,347.18903476198454,423.74094376174526,296.74605009884635,437.9528768452708,280.76055418101265,457.6515231488514,297.52344589785844,439.583848283015,313.82326532288187,415.1856599277529,277.7994135290439,437.6032452379583,267.43931382698855,491.0405792429938,309.00081345788203,441.1327887335235,336.56915124153386
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0763.png,195.24635314941406,335.7330017089844,423.7244072601371,298.99316498518345,438.28432710780777,279.9489915968394,456.60325509548727,298.01953304300156,441.16293971468735,314.63840385668635,413.6034535643694,273.11587123716697,436.2531508117571,265.3771199462053,488.933837890625,306.2432861328125,442.2219264731082,336.1038994219784
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0790.png,195.6535186767578,330.8754577636719,425.02306803381026,298.1256104423184,439.07904677099395,280.56212928439044,457.788267025547,299.1981586371235,441.90088839701235,314.8169740665125,412.47502809440914,274.5867592147539,438.3238865508772,264.38792517234845,488.7147521972656,306.65460205078125,442.9899476958758,335.1382901489049
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0858.png,194.97969959333568,345.45622270946944,425.5181274332729,297.2571116493638,440.52090869238464,279.78535969665194,457.0241199855746,297.71123537211037,442.27376179702657,314.8803862438533,404.3632693665159,268.99744819874684,440.5440685188837,264.0378997446382,491.35876545292115,307.90226632434417,442.1355428958972,333.9202266568009
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0874.png,195.009521484375,343.60711669921875,424.10923392029326,299.24963634091495,438.3222008177604,281.0944213408355,457.71793915523494,298.1466195145344,441.9551717778515,314.897706552029,402.52471923828125,270.4104919433594,437.85041208035966,266.9532267790754,489.0361022949219,305.7538146972656,443.52952498773016,336.775462655603
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0943.png,199.12725830078125,342.4060363769531,426.36264133101247,297.57171832464144,438.71659972594006,280.08146930102623,459.4390299958775,297.1590832295055,443.2222281025687,314.9215130190822,402.08294677734375,274.35888671875,439.13538121791737,266.92740716086337,488.9869384765625,306.9057922363281,444.17557461542617,334.85558105924684
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0966.png,198.84372025760564,351.7075308558621,426.11800745983084,297.69194525047635,439.69823575167396,279.9425697785327,457.77968201524334,297.8192309672013,442.1437200791996,314.87665792234276,414.2277063444089,270.1450059515527,438.3836901428203,269.2484649860424,488.1860063464958,306.53232269993964,443.3059118316265,336.71412518442156
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0971.png,194.00782775878906,353.44921875,425.7248070532422,297.06063706437965,439.38069713909226,280.4170956975615,457.1118423546626,296.3006326690831,440.7918084067909,314.8486211912675,415.9265524123073,268.80087156835333,439.0445989242056,266.9019822676801,487.71002197265625,305.64801025390625,442.72367890272767,335.84460878275013
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img0986.png,197.28599538989124,348.1426416296546,425.20883448567974,296.6831179960815,439.7225961702737,279.29045300361634,455.88506505567494,296.92729877776065,441.7484501408683,314.43949303426297,415.72200698279903,269.2973210546048,439.121161293853,267.06290367943524,490.60883416727546,308.6756151496411,444.1264719839653,334.228398941807
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1011.png,198.4852951281521,339.61956297670577,425.841406149535,297.4054254493735,438.60305311192303,280.50549940818206,455.72651946708413,297.04322640398505,441.31482458650345,313.8072004165417,411.9705605305807,271.9290737291794,436.65101630966825,268.3694027774399,488.85341666510476,308.4982071800253,441.6892171330565,333.33438236228676
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1012.png,194.226806640625,349.2552185058594,426.0688839243835,297.012323299234,438.4216297878954,281.5584603653025,455.639845097639,296.75276384430714,440.9731040988008,313.14936456419395,410.4430531737444,270.9181178436541,437.115991047624,267.6576585372114,486.47857666015625,307.1588134765625,441.57357336114853,333.8127533889535
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1026.png,193.83839416503906,348.435546875,427.00475805268513,297.4941715722249,439.8593157119619,281.86369698790975,458.0290379214977,297.61550923870016,442.1005444497716,314.9241925529124,400.99951171875,279.82330322265625,438.24132674098337,262.8793064727522,487.862548828125,307.3299865722656,444.4844637801417,335.0452420532017
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1040.png,200.42611694335938,330.85565185546875,426.310527479681,296.3348010713655,439.58323345425106,280.6164009880325,456.86059835616857,295.9544412628331,441.33513840635385,312.56539183893346,399.4778137207031,279.1864929199219,438.2588150603673,262.7569880126535,487.55987548828125,308.2528076171875,443.2466252913931,333.8972795791495
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1179.png,203.5493621826172,321.6473693847656,429.300529272328,297.18072610290767,441.3808738514541,283.24781329230564,458.0122198500065,297.15654445201534,443.77136910631964,310.46327113068185,407.9171307408554,283.7164467549866,441.1548500921589,275.40538601010553,480.54913330078125,306.69818115234375,443.9112851883654,332.9436711439984
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1345.png,200.96739196777344,334.00103759765625,429.18029166462486,295.22152407209535,441.2804713188329,281.4621659706071,454.8944135757206,296.1815581459221,442.0714021963409,309.63508365216614,409.9130696345506,278.1141734890585,439.39948807206537,273.7516442285597,482.720947265625,308.3927001953125,442.6055590625147,331.4495453697029
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1387.png,193.10714721679688,346.54443359375,426.72518269672696,294.7539768261925,440.7047333579841,279.53369367466416,455.65222451700146,294.83902693966473,442.4248102525227,311.8961259974994,410.7238505483247,276.8717393679941,438.9430005734489,267.26111601984917,485.5500183105469,307.0381774902344,443.268155478545,333.5365916043663
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1429.png,195.59712537381853,345.9288988737577,424.4947607304227,297.33584091245876,439.4779200857907,282.03310317621117,456.02218594802974,297.44498710288605,441.11869390114333,313.83606914348917,408.048701207838,280.70171959922635,438.67086083740384,273.0925867372877,484.7056689880167,310.0661978529125,442.2221616248616,335.44595549843376
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1470.png,195.9496612548828,347.4498596191406,426.954562370092,297.111486011666,439.99811694018734,280.77662803624787,456.1409280723004,297.5287854241037,441.4800197331887,313.5671107798866,412.4735103181371,275.77074535990783,439.7438904953018,267.321228843513,486.4992370605469,309.6965637207031,442.1318538727878,334.422663920203
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1498.png,193.77133178710938,349.3466491699219,424.20005557068225,297.97477923025554,440.1900518392511,280.6494456149092,458.3100800186242,297.68663606147373,442.19414666989036,314.8291949919188,414.3335385575428,272.8226918428993,438.985854270404,267.96439628423843,486.62646484375,307.3306579589844,442.9591513895446,335.01977415040534
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1511.png,198.33538818359375,350.2185363769531,425.3204409544668,296.6909108197887,438.77009554895074,280.17620491009063,457.6012875089535,296.62553604964035,441.5342218779374,313.7465002268261,412.81608601148906,271.471328327267,438.98411930527914,266.4434748361295,486.794677734375,305.591796875,440.4749957896394,333.318744761445
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1553.png,195.1217498779297,350.8486633300781,423.9690095355989,296.1830425294017,439.6409471473463,280.9729075923254,458.5832221478731,296.9812988497614,441.39977126425276,315.134993538622,413.62156243169204,268.04755010737773,439.03925673551413,266.383510063528,488.9531555175781,308.0420837402344,442.06588394253805,335.73171543387485
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1566.png,202.2523193359375,344.7234191894531,427.888823604579,295.6137625208377,443.0076599121093,279.65706670390307,461.3437211086339,297.01067670388454,444.5432630118454,316.0269648752585,418.5782262305349,281.3421519558921,442.3795930915672,271.4223040904574,481.27728271484375,305.2226257324219,445.1304929520373,324.94989013671875
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1613.png,197.21993491619506,355.31725721160404,425.60037342634604,296.2911217292103,442.4064591861097,277.5806009602023,463.5776047289483,298.18865712204075,444.68287404458437,316.5460765927218,413.18789694112417,277.5581158924174,443.0384963864931,269.3099322183925,490.8316341580984,310.2925689909234,446.44109647573725,335.0244399853818
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1650.png,191.2260284423828,363.01397705078125,422.73211038670445,298.3118861489446,440.54146431501533,275.84637224330464,463.0155062339538,297.50106408793295,443.7750698250833,316.63034184998884,400.4002685546875,286.744873046875,424.97174072265625,253.51364135742188,487.5384826660156,306.261474609375,445.46661355750604,335.2620995996167
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1692.png,197.69932556152344,358.5492858886719,425.86612373359316,296.4058081476788,442.13108659714203,278.3514511372138,463.22688042221705,297.61693332682086,444.6208242517799,317.3796232983337,413.0823892034502,273.7408867982365,441.4769860254347,266.16706187226237,489.57684326171875,308.9520568847656,445.1312334193743,335.84185564174214
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1747.png,195.04563903808594,354.2215576171875,422.3578010690709,295.22499088684,440.92399905556397,276.83268987089514,462.37745817152717,296.6201730949092,443.56754423213187,318.1604578754303,410.7102392294882,268.84416359249377,440.4134993610837,266.8132427197853,489.724853515625,309.1036376953125,443.8843202315932,335.62635638392226
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1775.png,198.9449005126953,348.9080810546875,422.3695221940416,295.8325931353015,440.40772948242926,272.8906340736565,463.1466022522975,295.1398901461244,444.18493301480373,317.337515340406,408.18565512280253,268.8486559206917,440.8110029744018,265.98184326526945,486.8981018066406,306.517578125,444.3816029269204,335.7383829045853
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1832.png,201.31781569481535,349.5851773637909,422.86209339140686,296.54349957474216,441.1383129659949,275.4307727186459,463.7091427453343,296.39294860510614,444.27541703321526,318.26236879447293,412.4001930975088,270.5741891921912,439.86241381001133,264.6018257560468,491.4519890605193,307.03756814116673,443.9078445682683,335.9163618691632
labeled-data,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0,5._Volumes_data_RawData_Hedes_2022-03-01_7_Video0_img1872.png,196.19332885742188,357.3804931640625,421.30923605376904,298.3106698396862,439.816416351851,275.89936993443706,462.93149122379725,297.94020307159235,443.0506647447102,319.368549448945,411.9405039090906,272.01387787663526,438.45846742053556,264.66105609450426,488.07293701171875,307.8702697753906,443.3570453501863,336.91715941406983
labeled-data,6._Volumes_data_RawData_SS112_Reward_2022-08-23_2_Video1,6._Volumes_data_RawData_SS112_Reward_2022-08-23_2_Video1_img0263.png,196.53887939453125,199.81919860839844,420.6534533896994,144.87141152588603,428.5667231585338,136.7187465447067,437.6900851648508,144.6307179354827,429.0724406977879,153.37065383305827,387.0740051269531,146.74658203125,426.8954744200227,118.424094350142,447.7342224121094,152.506591796875,429.01726996106385,170.55132557452302
labeled-data,6._Volumes_data_RawData_SS112_Reward_2022-08-23_2_Video1,6._Volumes_data_RawData_SS112_Reward_2022-08-23_2_Video1_img0306.png,199.69955444335938,200.70912170410156,421.4778989269749,145.8136148983222,428.82890491686123,137.7523841984705,436.8330710110719,145.6652959103296,429.44802647194473,153.5482872982828,388.1143798828125,146.0124053955078,426.75011053584075,118.62827134629283,448.20648193359375,154.2594451904297,429.8629526655079,170.4018419305499
